Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,file_speech,length (s),level_0,Unnamed: 0,file_rir,room,dataset,vol,computed_rt60,rt60,snr,clip_label,file_clip,split,log_vol,log_rt60,log_vol_norm,vol_dnorm,log_rt60_norm,rt60_dnorm,file_feature,boundary_point,rir_sr,BP
5999,5999,6000,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s4.wav,81.64875283,97,97,/home/cxw/GAN/own_dataset/rirs/openair/dixon-studio-theatre-university-york/b-format/r4_rir_bformat.wav,dixon-studio-theatre-university-york,openair,8000.0,2.9076875,2.89165,0,clip1499_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1499_snr_0db.wav,train,3.903089987,2.715575335,0.870933997,3.903089987,0.505252649,2.715575335,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1499_snr_0db.npz,103.03,48000,4945
6003,6003,6004,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s4.wav,25.04253968,156,156,/home/cxw/GAN/own_dataset/rirs/openair/spring-lane-building-university-york/b-format/sp2_mp2_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,9000.0,3.285875,3.25745625,0,clip1500_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1500_snr_0db.wav,train,3.954242509,2.81537851,0.886685822,3.954242509,0.535985878,2.81537851,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1500_snr_0db.npz,157.26,48000,7548
6007,6007,6008,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,517,517,/home/cxw/GAN/own_dataset/pra/080322_pra/080322_pra_room10.wav,080322_pra_room10,080322_pra,158.4893192,3.7666875,3.7666875,0,clip1501_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1501_snr_0db.wav,train,2.2,2.937074533,0.346487211,2.2,0.573460755,2.937074533,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1501_snr_0db.npz,32.11,48000,1541
6011,6011,6012,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,61,61,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_1_0_2.wav,air_meeting,air,124.0,0.6650625,0.66001875,0,clip1502_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1502_snr_0db.wav,train,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1502_snr_0db.npz,10.06,48000,482
6015,6015,6016,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s4.wav,76.12503401,330,330,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/35x25y.wav,classroom,C4DM,236.0,1.85825,1.854630102,0,clip1503_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1503_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1503_snr_0db.npz,167.27,48000,8028
6019,6019,6020,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s3.wav,8.252562358,286,286,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_E112/MicID01/SpkID02_20170824_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_E112,BUT_ReverbDB,1104.696,0.9751875,0.9674375,0,clip1504_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1504_snr_0db.wav,val,3.043242781,1.798195533,0.606154034,3.043242781,0.222756192,1.798195533,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1504_snr_0db.npz,3.12,48000,149
6023,6023,6024,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s5.wav,12.10984127,268,268,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/Hotel_SkalskyDvur_Room112/MicID01/SpkID04_20170906_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,Hotel_SkalskyDvur_Room112,BUT_ReverbDB,39.97107641,0.9070625,0.9243875,0,clip1505_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1505_snr_0db.wav,train,1.601745844,1.760057411,0.162261791,1.601745844,0.211012,1.760057411,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1505_snr_0db.npz,42.88,48000,2058
6027,6027,6028,/home/cxw/GAN/own_dataset/voice_ace/Speech/M6s3.wav,6.366621315,114,114,/home/cxw/GAN/own_dataset/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-006.wav,heslington-church-vaa-group-2,openair,9000.0,2.3233125,2.336839286,0,clip1506_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1506_snr_0db.wav,test,3.954242509,2.537091535,0.886685822,3.954242509,0.450290635,2.537091535,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1506_snr_0db.npz,190.98,48000,9167
6031,6031,6032,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s3.wav,12.30077098,387,387,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y08.wav,octagon,C4DM,9500.0,1.8779375,1.877630859,0,clip1507_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1507_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1507_snr_0db.npz,168.23,48000,8075
6035,6035,6036,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s4.wav,81.64875283,64,64,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_1_0_5.wav,air_meeting,air,124.0,0.6558125,0.66001875,0,clip1508_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1508_snr_0db.wav,train,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1508_snr_0db.npz,18.1,48000,868
6039,6039,6040,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s4.wav,81.64875283,567,567,/home/cxw/GAN/own_dataset/rirs/BJUT/kxl_8ksj_j.wav,kxl_8ksj,BJUT,12.21,5.4226875,5.4174375,0,clip1509_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1509_snr_0db.wav,train,1.086715664,3.241568899,0.003664228,1.086715664,0.667226259,3.241568899,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1509_snr_0db.npz,18.48,48000,887
6043,6043,6044,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s3.wav,12.22231293,374,374,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x04y09.wav,octagon,C4DM,9500.0,1.84775,1.877630859,0,clip1510_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1510_snr_0db.wav,test,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1510_snr_0db.npz,203.22,48000,9754
6047,6047,6048,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,340,340,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/50x45y.wav,classroom,C4DM,236.0,1.847,1.854630102,0,clip1511_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1511_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1511_snr_0db.npz,184.36,48000,8849
6051,6051,6052,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s5.wav,16.13283447,127,127,/home/cxw/GAN/own_dataset/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_e_4way_bformat.wav,innocent-railway-tunnel,openair,2000.0,4.8660625,4.884620536,0,clip1512_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1512_snr_0db.wav,train,3.301029996,3.154826015,0.685536613,3.301029996,0.640514795,3.154826015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1512_snr_0db.npz,105.85,48000,5080
6055,6055,6056,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,319,319,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/20x40y.wav,classroom,C4DM,236.0,1.8528125,1.854630102,0,clip1513_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1513_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1513_snr_0db.npz,177.57,48000,8523
6059,6059,6060,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s5.wav,11.59564626,189,189,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r19_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,14.0495,13.64459215,0,clip1514_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1514_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1514_snr_0db.npz,132.91,48000,6379
6063,6063,6064,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s5.wav,12.10984127,228,228,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r6_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,12.89225,13.64459215,0,clip1515_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1515_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1515_snr_0db.npz,96.82,48000,4647
6067,6067,6068,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s3.wav,12.30077098,294,294,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID05_20171229_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_L207,BUT_ReverbDB,99.50840172,0.852,0.898902778,0,clip1516_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1516_snr_0db.wav,val,1.997859751,1.736634304,0.284240469,1.997859751,0.203799126,1.736634304,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1516_snr_0db.npz,69.44,48000,3333
6071,6071,6072,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s5.wav,10.45868481,304,304,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_L227/MicID01/SpkID11_20180110_T/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_L227,BUT_ReverbDB,229.0173081,0.81075,0.8960625,0,clip1517_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1517_snr_0db.wav,val,2.359868306,1.73398277,0.3957168,2.359868306,0.202982617,1.73398277,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1517_snr_0db.npz,260.94,48000,12525
6075,6075,6076,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s4.wav,25.04253968,171,171,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r13_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,14.1385625,13.64459215,0,clip1518_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1518_snr_0db.wav,val,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1518_snr_0db.npz,19.34,48000,928
6079,6079,6080,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s3.wav,5.170340136,254,254,/home/cxw/GAN/own_dataset/rirs/openair/york-guildhall-council-chamber/b-format/councilchamber_s2_r2_ir_1_96000.wav,york-guildhall-council-chamber,openair,15700.0,4.3666875,4.3930625,0,clip1519_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1519_snr_0db.wav,train,4.195899652,3.065960292,0.961101333,4.195899652,0.613149628,3.065960292,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1519_snr_0db.npz,95.4,48000,4579
6083,6083,6084,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s5.wav,16.13283447,373,373,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x04y07.wav,octagon,C4DM,9500.0,1.874375,1.877630859,0,clip1520_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1520_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1520_snr_0db.npz,171.38,48000,8226
6087,6087,6088,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s5.wav,13.62249433,88,88,/home/cxw/GAN/own_dataset/rirs/openair/central-hall-university-york/b-format/ir_centre_stalls.wav,central-hall-university-york,openair,1560.0,1.4296875,1.35175,0,clip1521_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1521_snr_0db.wav,val,3.193124598,2.07845746,0.652308399,3.193124598,0.309059598,2.07845746,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1521_snr_0db.npz,71.09,48000,3412
6091,6091,6092,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s3.wav,12.22231293,199,199,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r21_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,14.113375,13.64459215,0,clip1522_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1522_snr_0db.wav,test,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1522_snr_0db.npz,93.91,48000,4507
6095,6095,6096,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s5.wav,16.13283447,425,425,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/1_4.wav,cuboid_room,dechorate,86.4,5.2939375,5.287554775,0,clip1523_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1523_snr_0db.wav,test,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1523_snr_0db.npz,175.51,48000,8424
6099,6099,6100,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s3.wav,12.31950113,96,96,/home/cxw/GAN/own_dataset/rirs/openair/dixon-studio-theatre-university-york/b-format/r3_rir_bformat.wav,dixon-studio-theatre-university-york,openair,8000.0,2.898125,2.89165,0,clip1524_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1524_snr_0db.wav,train,3.903089987,2.715575335,0.870933997,3.903089987,0.505252649,2.715575335,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1524_snr_0db.npz,113.46,48000,5446
6103,6103,6104,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s3.wav,5.170340136,117,117,/home/cxw/GAN/own_dataset/rirs/openair/innocent-railway-tunnel/b-format/middle_tunnel_4way_bformat.wav,innocent-railway-tunnel,openair,2000.0,4.871625,4.884620536,0,clip1525_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1525_snr_0db.wav,train,3.301029996,3.154826015,0.685536613,3.301029996,0.640514795,3.154826015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1525_snr_0db.npz,94.47,48000,4534
6107,6107,6108,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s4.wav,74.67678005,3,3,/home/cxw/GAN/own_dataset/rirs/ace/Single/Lecture_Room_1/2/Single_508_2_RIR.wav,ace_Lecture_Room_1,ace,202.0,0.6106875,0.60428125,0,clip1526_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1526_snr_0db.wav,test,2.305351369,1.403897793,0.378928942,2.305351369,0.101336781,1.403897793,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1526_snr_0db.npz,10.62,48000,509
6111,6111,6112,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s3.wav,15.10145125,52,52,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_0_0_3.wav,air_meeting,air,124.0,0.6610625,0.66001875,0,clip1527_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1527_snr_0db.wav,train,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1527_snr_0db.npz,12.79,48000,613
6115,6115,6116,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s5.wav,12.71292517,126,126,/home/cxw/GAN/own_dataset/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_e_1way_bformat.wav,innocent-railway-tunnel,openair,2000.0,4.9195,4.884620536,0,clip1528_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1528_snr_0db.wav,train,3.301029996,3.154826015,0.685536613,3.301029996,0.640514795,3.154826015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1528_snr_0db.npz,50.45,48000,2421
6119,6119,6120,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s4.wav,74.94340136,407,407,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x10y06.wav,octagon,C4DM,9500.0,1.85475,1.877630859,0,clip1529_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1529_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1529_snr_0db.npz,184.01,48000,8832
6123,6123,6124,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,388,388,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y11.wav,octagon,C4DM,9500.0,1.8491875,1.877630859,0,clip1530_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1530_snr_0db.wav,test,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1530_snr_0db.npz,207.61,48000,9965
6127,6127,6128,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s4.wav,96.99868481,79,79,/home/cxw/GAN/own_dataset/rirs/air/wav/air_office_1_1_1.wav,air_office,air,92.8,0.673875,0.658973958,0,clip1531_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1531_snr_0db.wav,train,1.967547976,1.476492011,0.27490631,1.967547976,0.123691328,1.476492011,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1531_snr_0db.npz,3.48,48000,167
6131,6131,6132,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s3.wav,11.29501134,117,117,/home/cxw/GAN/own_dataset/rirs/openair/innocent-railway-tunnel/b-format/middle_tunnel_4way_bformat.wav,innocent-railway-tunnel,openair,2000.0,4.871625,4.884620536,0,clip1532_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1532_snr_0db.wav,test,3.301029996,3.154826015,0.685536613,3.301029996,0.640514795,3.154826015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1532_snr_0db.npz,94.47,48000,4534
6135,6135,6136,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s4.wav,46.56852608,263,263,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/Hotel_SkalskyDvur_ConferenceRoom2/MicID01/SpkID03_20170906_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,Hotel_SkalskyDvur_ConferenceRoom2,BUT_ReverbDB,1038.103655,0.9665,0.950140625,0,clip1533_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1533_snr_0db.wav,val,3.01624072,1.783080173,0.597839063,3.01624072,0.218101592,1.783080173,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1533_snr_0db.npz,58.44,48000,2805
6139,6139,6140,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s4.wav,67.04730159,236,236,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r9_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,14.7123125,13.64459215,0,clip1534_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1534_snr_0db.wav,test,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1534_snr_0db.npz,136.31,48000,6542
6143,6143,6144,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s3.wav,10.81492063,69,69,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_1_1_5.wav,air_meeting,air,124.0,0.67025,0.66001875,0,clip1535_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1535_snr_0db.wav,test,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1535_snr_0db.npz,8.83,48000,423
6147,6147,6148,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s4.wav,53.80512472,24,24,/home/cxw/GAN/own_dataset/rirs/air/wav/air_booth_1_1_2.wav,air_booth,air,11.88,0.6683125,0.667286458,0,clip1536_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1536_snr_0db.wav,train,1.074816441,1.486994704,0.0,1.074816441,0.12692551,1.486994704,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1536_snr_0db.npz,5.29,48000,253
6151,6151,6152,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s4.wav,78.63428571,481,481,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/6_15.wav,cuboid_room,dechorate,86.4,5.2736875,5.287554775,0,clip1537_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1537_snr_0db.wav,val,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1537_snr_0db.npz,209.52,48000,10056
6155,6155,6156,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s3.wav,10.81492063,386,386,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y04.wav,octagon,C4DM,9500.0,1.963875,1.877630859,0,clip1538_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1538_snr_0db.wav,test,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1538_snr_0db.npz,99.35,48000,4768
6159,6159,6160,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s4.wav,46.56852608,109,109,/home/cxw/GAN/own_dataset/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-001.wav,heslington-church-vaa-group-2,openair,9000.0,2.3259375,2.336839286,0,clip1539_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1539_snr_0db.wav,train,3.954242509,2.537091535,0.886685822,3.954242509,0.450290635,2.537091535,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1539_snr_0db.npz,185.34,48000,8896
6163,6163,6164,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,464,464,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/5_10.wav,cuboid_room,dechorate,86.4,5.2951875,5.287554775,0,clip1540_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1540_snr_0db.wav,val,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1540_snr_0db.npz,169.25,48000,8124
6167,6167,6168,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s3.wav,15.10145125,152,152,/home/cxw/GAN/own_dataset/rirs/openair/spring-lane-building-university-york/b-format/sp1_mp3_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,9000.0,3.3089375,3.25745625,0,clip1541_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1541_snr_0db.wav,test,3.954242509,2.81537851,0.886685822,3.954242509,0.535985878,2.81537851,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1541_snr_0db.npz,107.76,48000,5172
6171,6171,6172,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s4.wav,46.56852608,150,150,/home/cxw/GAN/own_dataset/rirs/openair/spring-lane-building-university-york/b-format/sp1_mp1_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,9000.0,3.3363125,3.25745625,0,clip1542_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1542_snr_0db.wav,train,3.954242509,2.81537851,0.886685822,3.954242509,0.535985878,2.81537851,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1542_snr_0db.npz,85.03,48000,4081
6175,6175,6176,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s5.wav,10.38770975,25,25,/home/cxw/GAN/own_dataset/rirs/air/wav/air_booth_1_1_3.wav,air_booth,air,11.88,0.667375,0.667286458,0,clip1543_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1543_snr_0db.wav,test,1.074816441,1.486994704,0.0,1.074816441,0.12692551,1.486994704,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1543_snr_0db.npz,7.54,48000,361
6179,6179,6180,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,130,130,/home/cxw/GAN/own_dataset/rirs/openair/maes-howe/b-format/mh3_000_bformat_48k.wav,maes-howe,openair,13000.0,0.624375,0.624375,0,clip1544_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1544_snr_0db.wav,train,4.113943352,1.43130479,0.935863842,4.113943352,0.109776448,1.43130479,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1544_snr_0db.npz,45.25,48000,2172
6183,6183,6184,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s4.wav,53.80512472,216,216,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r2_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,13.279375,13.64459215,0,clip1545_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1545_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1545_snr_0db.npz,150.4,48000,7219
6187,6187,6188,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s4.wav,67.04730159,147,147,/home/cxw/GAN/own_dataset/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r5_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,18000.0,19.466,19.6765,0,clip1546_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1546_snr_0db.wav,test,4.255272505,4.322219295,0.979384514,4.255272505,1.0,4.322219295,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1546_snr_0db.npz,145.6,48000,6988
