Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,file_speech,length (s),level_0,Unnamed: 0,file_rir,room,dataset,vol,computed_rt60,rt60,snr,clip_label,file_clip,split,log_vol,log_rt60,log_vol_norm,vol_dnorm,log_rt60_norm,rt60_dnorm,file_feature
5035,5035,5036,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s4.wav,46.56852608,270,270,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_C236/MicID01/SpkID01_20190503_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_C236,BUT_ReverbDB,102.1183832,0.9850625,0.93413125,0,clip1258_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1258_snr_0db.wav,train,2.00910393,1.768842685,0.287702983,2.00910393,0.213717323,1.768842685,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1258_snr_0db.npz
5039,5039,5040,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s4.wav,76.12503401,219,219,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r3_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.8826875,13.64459215,0,clip1259_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1259_snr_0db.wav,test,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1259_snr_0db.npz
5043,5043,5044,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s4.wav,25.04253968,129,129,/home/cxw/GAN/own_dataset/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_f_4way_bformat.wav,innocent-railway-tunnel,openair,2000,4.74125,4.884620536,0,clip1260_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1260_snr_0db.wav,train,3.301029996,3.154826015,0.685536613,3.301029996,0.640514795,3.154826015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1260_snr_0db.npz
5047,5047,5048,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s3.wav,4.549251701,364,364,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x02y05.wav,octagon,C4DM,9500,1.863375,1.877630859,0,clip1261_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1261_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1261_snr_0db.npz
5051,5051,5052,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,420,420,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/1_2.wav,cuboid_room,dechorate,86.4,5.2920625,5.287554775,0,clip1262_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1262_snr_0db.wav,test,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1262_snr_0db.npz
5055,5055,5056,/home/cxw/GAN/own_dataset/voice_ace/Speech/M6s4.wav,66.23301587,566,566,/home/cxw/GAN/own_dataset/rirs/BJUT/sanjiao_201_z.wav,sanjiao_201,BJUT,345.83,5.4220625,5.424791667,0,clip1263_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1263_snr_0db.wav,train,2.538862665,3.242705498,0.450836034,2.538862665,0.667576262,3.242705498,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1263_snr_0db.npz
5059,5059,5060,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s4.wav,25.04253968,492,492,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/7_13.wav,cuboid_room,dechorate,86.4,5.2916875,5.287554775,0,clip1264_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1264_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1264_snr_0db.npz
5063,5063,5064,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s4.wav,53.80512472,386,386,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y04.wav,octagon,C4DM,9500,1.963875,1.877630859,0,clip1265_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1265_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1265_snr_0db.npz
5067,5067,5068,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s5.wav,12.91954649,315,315,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/15x40y.wav,classroom,C4DM,236,1.846625,1.854630102,0,clip1266_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1266_snr_0db.wav,test,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1266_snr_0db.npz
5071,5071,5072,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s5.wav,10.38770975,321,321,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/25x05y.wav,classroom,C4DM,236,1.8976875,1.854630102,0,clip1267_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1267_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1267_snr_0db.npz
5075,5075,5076,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s3.wav,12.31950113,226,226,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r5_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.6354375,13.64459215,0,clip1268_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1268_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1268_snr_0db.npz
5079,5079,5080,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s5.wav,10.45868481,21,21,/home/cxw/GAN/own_dataset/rirs/air/wav/air_booth_1_0_2.wav,air_booth,air,11.88,0.6635,0.667286458,0,clip1269_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1269_snr_0db.wav,train,1.074816441,1.486994704,0,1.074816441,0.12692551,1.486994704,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1269_snr_0db.npz
5083,5083,5084,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,207,207,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r24_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.7444375,13.64459215,0,clip1270_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1270_snr_0db.wav,test,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1270_snr_0db.npz
5087,5087,5088,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,228,228,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r6_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,12.89225,13.64459215,0,clip1271_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1271_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1271_snr_0db.npz
5091,5091,5092,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s4.wav,46.56852608,187,187,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r18_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.9215,13.64459215,0,clip1272_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1272_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1272_snr_0db.npz
5095,5095,5096,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s5.wav,12.6770068,6,6,/home/cxw/GAN/own_dataset/rirs/ace/Single/Meeting_Room_1/1/Single_503_1_RIR.wav,ace_Meeting_Room_1,ace,99.6,0.5235,0.52278125,0,clip1273_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1273_snr_0db.wav,train,1.998259338,1.282514075,0.284363517,1.998259338,0.063958075,1.282514075,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1273_snr_0db.npz
5099,5099,5100,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,82,82,/home/cxw/GAN/own_dataset/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s1r2.wav,arthur-sykes-rymer-auditorium-university-york,openair,21000,1.3991875,1.412270833,0,clip1274_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1274_snr_0db.wav,train,4.322219295,2.115154001,1,4.322219295,0.320359871,2.115154001,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1274_snr_0db.npz
5103,5103,5104,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s3.wav,5.577732426,556,556,/home/cxw/GAN/own_dataset/rirs/BJUT/tsg_427_q.wav,tsg_427,BJUT,53.3,5.4271875,5.422645833,0,clip1275_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1275_snr_0db.wav,train,1.726727209,3.242374015,0.200748351,1.726727209,0.667474185,3.242374015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1275_snr_0db.npz
5107,5107,5108,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s3.wav,10.4921542,164,164,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r11_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.204875,13.64459215,0,clip1276_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1276_snr_0db.wav,val,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1276_snr_0db.npz
5111,5111,5112,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,212,212,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r26_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,14.6705625,13.64459215,0,clip1277_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1277_snr_0db.wav,test,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1277_snr_0db.npz
5115,5115,5116,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s3.wav,7.553696145,408,408,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x10y09.wav,octagon,C4DM,9500,1.8335,1.877630859,0,clip1278_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1278_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1278_snr_0db.npz
5119,5119,5120,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,428,428,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/2_1.wav,cuboid_room,dechorate,86.4,5.2960625,5.287554775,0,clip1279_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1279_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1279_snr_0db.npz
5123,5123,5124,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s5.wav,10.38770975,242,242,/home/cxw/GAN/own_dataset/rirs/openair/terrys-factory-warehouse/b-format/terrys_warehouse_b_format.wav,terrys-factory-warehouse,openair,8000,11.4726875,11.4726875,0,clip1280_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1280_snr_0db.wav,train,3.903089987,3.870240546,0.870933997,3.903089987,0.860818393,3.870240546,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1280_snr_0db.npz
5127,5127,5128,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s4.wav,74.67678005,146,146,/home/cxw/GAN/own_dataset/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r4_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,18000,20.3816875,19.6765,0,clip1281_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1281_snr_0db.wav,train,4.255272505,4.322219295,0.979384514,4.255272505,1,4.322219295,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1281_snr_0db.npz
5131,5131,5132,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s5.wav,13.62249433,339,339,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/50x10y.wav,classroom,C4DM,236,1.8425625,1.854630102,0,clip1282_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1282_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1282_snr_0db.npz
5135,5135,5136,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s3.wav,4.549251701,474,474,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/5_30.wav,cuboid_room,dechorate,86.4,5.2725,5.287554775,0,clip1283_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1283_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1283_snr_0db.npz
5139,5139,5140,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,39,39,/home/cxw/GAN/own_dataset/rirs/air/wav/air_lecture_1_0_2.wav,air_lecture,air,370.818,1.3049375,1.288351563,0,clip1284_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1284_snr_0db.wav,train,2.569160807,2.038210457,0.460165995,2.569160807,0.296666,2.038210457,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1284_snr_0db.npz
5143,5143,5144,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s4.wav,53.80512472,454,454,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/4_1.wav,cuboid_room,dechorate,86.4,5.28825,5.287554775,0,clip1285_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1285_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1285_snr_0db.npz
5147,5147,5148,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s4.wav,53.80512472,569,569,/home/cxw/GAN/own_dataset/rirs/BJUT/kxl_8ksj_z.wav,kxl_8ksj,BJUT,12.21,5.4030625,5.4174375,0,clip1286_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1286_snr_0db.wav,test,1.086715664,3.241568899,0.003664228,1.086715664,0.667226259,3.241568899,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1286_snr_0db.npz
5151,5151,5152,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,416,416,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x12y11.wav,octagon,C4DM,9500,1.8291875,1.877630859,0,clip1287_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1287_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1287_snr_0db.npz
5155,5155,5156,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s3.wav,4.549251701,48,48,/home/cxw/GAN/own_dataset/rirs/air/wav/air_lecture_1_1_5.wav,air_lecture,air,370.818,1.2723125,1.288351563,0,clip1288_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1288_snr_0db.wav,train,2.569160807,2.038210457,0.460165995,2.569160807,0.296666,2.038210457,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1288_snr_0db.npz
5159,5159,5160,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,385,385,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y01.wav,octagon,C4DM,9500,1.9858125,1.877630859,0,clip1289_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1289_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1289_snr_0db.npz
5163,5163,5164,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s4.wav,25.04253968,227,227,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r6_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,14.1846875,13.64459215,0,clip1290_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1290_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1290_snr_0db.npz
5167,5167,5168,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s3.wav,12.31950113,483,483,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/6_17.wav,cuboid_room,dechorate,86.4,5.2835625,5.287554775,0,clip1291_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1291_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1291_snr_0db.npz
5171,5171,5172,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s3.wav,10.81492063,265,265,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/Hotel_SkalskyDvur_Room112/MicID01/SpkID01_20170906_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,Hotel_SkalskyDvur_Room112,BUT_ReverbDB,39.97107641,0.890375,0.9243875,0,clip1292_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1292_snr_0db.wav,val,1.601745844,1.760057411,0.162261791,1.601745844,0.211012,1.760057411,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1292_snr_0db.npz
5175,5175,5176,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s4.wav,25.04253968,434,434,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/2_24.wav,cuboid_room,dechorate,86.4,5.26925,5.287554775,0,clip1293_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1293_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1293_snr_0db.npz
5179,5179,5180,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,338,338,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/45x10y.wav,classroom,C4DM,236,1.8585,1.854630102,0,clip1294_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1294_snr_0db.wav,test,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1294_snr_0db.npz
5183,5183,5184,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,149,149,/home/cxw/GAN/own_dataset/rirs/openair/sports-centre-university-york/b-format/sportscentre_wxyz.wav,sports-centre-university-york,openair,2398.8,9.5403125,9.5403125,0,clip1295_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1295_snr_0db.wav,val,3.37999404,3.715706478,0.709852674,3.37999404,0.813231421,3.715706478,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1295_snr_0db.npz
5187,5187,5188,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,414,414,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x12y09.wav,octagon,C4DM,9500,1.806375,1.877630859,0,clip1296_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1296_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1296_snr_0db.npz
5191,5191,5192,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s4.wav,96.99868481,174,174,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r14_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,12.2034375,13.64459215,0,clip1297_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1297_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1297_snr_0db.npz
5195,5195,5196,/home/cxw/GAN/own_dataset/voice_ace/Speech/M6s4.wav,66.23301587,396,396,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x07y12.wav,octagon,C4DM,9500,1.8474375,1.877630859,0,clip1298_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1298_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1298_snr_0db.npz
5199,5199,5200,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s3.wav,12.30077098,125,125,/home/cxw/GAN/own_dataset/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_d_4way_bformat.wav,innocent-railway-tunnel,openair,2000,4.9235,4.884620536,0,clip1299_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1299_snr_0db.wav,val,3.301029996,3.154826015,0.685536613,3.301029996,0.640514795,3.154826015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1299_snr_0db.npz
5203,5203,5204,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s5.wav,12.71292517,485,485,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/6_2.wav,cuboid_room,dechorate,86.4,5.2775625,5.287554775,0,clip1300_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1300_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1300_snr_0db.npz
5207,5207,5208,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,241,241,/home/cxw/GAN/own_dataset/rirs/openair/st-patricks-church-patrington/b-format/soundfield_s3r3.wav,st-patricks-church-patrington,openair,3600,3.5105625,4.4969375,0,clip1301_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1301_snr_0db.wav,train,3.556302501,3.085540675,0.764144817,3.556302501,0.619179179,3.085540675,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1301_snr_0db.npz
5211,5211,5212,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s3.wav,12.31950113,75,75,/home/cxw/GAN/own_dataset/rirs/air/wav/air_office_0_1_3.wav,air_office,air,92.8,0.6491875,0.658973958,0,clip1302_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1302_snr_0db.wav,val,1.967547976,1.476492011,0.27490631,1.967547976,0.123691328,1.476492011,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1302_snr_0db.npz
5215,5215,5216,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s5.wav,12.6770068,99,99,/home/cxw/GAN/own_dataset/rirs/openair/falkland-palace-royal-tennis-court/b-format/falkland_tennis_court_b_format.wav,falkland-palace-royal-tennis-court,openair,908.23,4.7515625,4.7515625,0,clip1303_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1303_snr_0db.wav,test,2.958195843,3.131686417,0.579964817,2.958195843,0.633389225,3.131686417,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1303_snr_0db.npz
5219,5219,5220,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,225,225,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r5_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,14.964875,13.64459215,0,clip1304_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1304_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1304_snr_0db.npz
5223,5223,5224,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s3.wav,12.22231293,498,498,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/7_25.wav,cuboid_room,dechorate,86.4,5.2769375,5.287554775,0,clip1305_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1305_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1305_snr_0db.npz
5227,5227,5228,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s5.wav,12.91954649,306,306,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/00x40y.wav,classroom,C4DM,236,1.844375,1.854630102,0,clip1306_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1306_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1306_snr_0db.npz
5231,5231,5232,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s4.wav,67.04730159,246,246,/home/cxw/GAN/own_dataset/rirs/openair/usina-del-arte-symphony-hall/b-format/ir_x_m5.s1.wav,usina-del-arte-symphony-hall,openair,40,2.814125,2.818421875,0,clip1307_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1307_snr_0db.wav,train,1.602059991,2.69408455,0.162358529,1.602059991,0.498634811,2.69408455,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1307_snr_0db.npz
5235,5235,5236,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,1,1,/home/cxw/GAN/own_dataset/rirs/ace/Single/Building_Lobby/2/Single_EE_lobby_2_RIR.wav,ace_Building_Lobby,ace,72.9,4.94825,4.95828125,0,clip1308_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip1308_snr_0db.wav,train,1.862727528,3.167366461,0.24262807,1.862727528,0.64437648,3.167366461,/home/cxw/sonos_rirs/features/080122_5k_phase/clip1308_snr_0db.npz
